Date;London futures (£ sterling/tonne);New York futures (US$/tonne);ICCO daily price (US$/tonne);ICCO daily price (Euro/tonne)
2012-08-28;1683.00;2576.67;2619.63;2085.00
2012-08-27;1631.33;2480.67;2528.39;2021.00
2012-08-24;1579.67;2407.00;2452.07;1957.00
2012-08-23;1576.00;2395.67;2448.82;1946.00
2012-08-22;1576.00;2385.33;2437.19;1954.00
2012-08-21;1603.33;2445.67;2487.86;1995.00
2012-08-20;1601.00;2403.33;2458.33;1992.00
2012-08-17;1621.00;2460.33;2501.72;2032.00
2012-08-16;1603.00;2418.33;2469.85;1999.00
2012-08-15;1630.00;2454.00;2504.55;2038.00
2012-08-14;1641.33;2437.67;2505.76;2032.00
2012-08-13;1616.00;2386.00;2459.74;1994.00
2012-08-10;1642.67;2453.00;2513.49;2044.00
2012-08-09;1658.33;2476.00;2532.66;2063.00
2012-08-08;1664.33;2460.33;2532.47;2048.00
2012-08-07;1653.33;2445.00;2516.44;2026.00
2012-08-06;1626.00;2412.00;2476.03;1993.00
2012-08-03;1628.00;2407.00;2477.04;1999.00
2012-08-02;1628.67;2384.33;2454.06;2019.00
2012-08-01;1635.67;2406.67;2478.87;2015.00
2012-07-31;1609.33;2390.33;2457.33;1996.00
2012-07-30;1591.00;2350.67;2423.63;1978.00
2012-07-27;1581.33;2340.67;2413.50;1952.00
2012-07-26;1565.67;2316.67;2386.09;1943.00
2012-07-25;1541.00;2247.00;2315.89;1909.00
2012-07-24;1528.33;2231.00;2301.22;1908.00
2012-07-23;1542.00;2253.67;2322.46;1915.00
2012-07-20;1527.00;2252.00;2318.89;1905.00
2012-07-19;1519.00;2245.00;2315.86;1889.00
2012-07-18;1497.67;2222.67;2281.76;1861.00
2012-07-17;1498.00;2217.00;2277.20;1861.00
2012-07-16;1499.33;2212.67;2277.91;1858.00
2012-07-13;1522.33;2225.67;2295.95;1877.00
2012-07-12;1512.67;2199.33;2265.86;1858.00
2012-07-11;1576.67;2305.67;2376.60;1941.00
2012-07-10;1587.67;2315.67;2388.08;1949.00
2012-07-09;1589.67;2323.33;2393.62;1946.00
2012-07-06;1547.00;2264.33;2329.00;1897.00
2012-07-05;1571.33;2341.33;2390.22;1929.00
2012-07-04;1556.67;2344.67;2385.68;1904.00
2012-07-03;1569.00;2348.00;2405.27;1907.00
2012-07-02;1553.33;2313.67;2373.99;1886.00
2012-06-29;1551.00;2305.33;2368.34;1869.00
2012-06-28;1528.67;2247.00;2307.68;1856.00
2012-06-27;1518.33;2248.33;2303.87;1848.00
2012-06-26;1475.00;2159.33;2230.87;1787.00
2012-06-25;1446.67;2128.00;2188.49;1753.00
2012-06-22;1449.00;2109.00;2182.55;1740.00
2012-06-21;1466.67;2152.33;2222.00;1767.00
2012-06-20;1471.00;2183.00;2248.92;1771.00
2012-06-19;1498.00;2243.00;2299.04;1811.00
2012-06-18;1488.33;2193.67;2261.90;1798.00
2012-06-15;1523.00;2251.67;2317.31;1834.00
2012-06-14;1556.33;2255.33;2335.15;1853.00
2012-06-13;1547.33;2261.33;2333.18;1853.00
2012-06-12;1534.67;2243.33;2314.68;1855.00
2012-06-11;1510.67;2185.33;2263.43;1811.00
2012-06-08;1517.67;2203.00;2271.55;1820.00
2012-06-07;1509.67;2217.33;2281.79;1816.00
2012-06-06;1507.00;2203.00;2266.71;1805.00
2012-06-05;1476.33;2164.33;2214.74;1781.00
2012-06-04;1476.33;2101.67;2185.25;1751.00
2012-06-01;1445.67;2079.33;2150.95;1732.00
2012-05-31;1463.00;2090.00;2171.03;1756.00
2012-05-30;1443.33;2079.67;2159.72;1741.00
2012-05-29;1463.33;2114.67;2199.68;1762.00
2012-05-28;1466.67;2118.17;2208.22;1761.00
2012-05-25;1463.67;2121.67;2204.95;1762.00
2012-05-24;1459.33;2132.67;2210.67;1757.00
2012-05-23;1469.33;2118.33;2210.87;1759.00
2012-05-22;1493.67;2180.00;2266.86;1780.00
2012-05-21;1519.33;2247.33;2321.89;1817.00
2012-05-18;1532.67;2279.33;2348.33;1845.00
2012-05-17;1513.33;2243.33;2317.62;1824.00
2012-05-16;1526.67;2302.33;2366.13;1859.00
2012-05-15;1500.33;2282.00;2341.87;1834.00
2012-05-14;1494.67;2242.67;2324.47;1809.00
2012-05-11;1528.67;2323.00;2388.98;1846.00
2012-05-10;1531.67;2340.00;2406.17;1857.00
2012-05-09;1529.33;2342.33;2403.12;1855.00
2012-05-08;1524.67;2327.67;2394.16;1839.00
2012-05-07;1518.17;2368.00;2411.25;1846.00
2012-05-04;1511.67;2295.00;2366.47;1808.00
2012-05-03;1517.33;2304.00;2378.42;1809.00
2012-05-02;1543.33;2352.00;2424.44;1843.00
2012-05-01;1520.33;2327.33;2395.17;1811.00
2012-04-30;1480.00;2228.00;2313.24;1749.00
2012-04-27;1518.33;2317.00;2389.75;1804.00
2012-04-26;1496.67;2286.00;2352.94;1778.00
2012-04-25;1479.33;2260.00;2322.71;1759.00
2012-04-24;1493.67;2275.67;2341.24;1774.00
2012-04-23;1456.67;2201.33;2272.19;1730.00
2012-04-20;1489.33;2277.00;2337.56;1769.00
2012-04-19;1464.67;2233.67;2291.31;1744.00
2012-04-18;1482.67;2265.00;2318.45;1767.00
2012-04-17;1491.67;2294.33;2333.71;1778.00
2012-04-16;1476.00;2229.00;2283.82;1748.00
2012-04-13;1458.67;2204.67;2256.98;1725.00
2012-04-12;1419.33;2152.33;2205.78;1674.00
2012-04-11;1390.00;2104.67;2155.30;1645.00
2012-04-10;1388.00;2070.67;2133.17;1632.00
2012-04-09;1407.00;2125.00;2179.90;1662.00
2012-04-05;1426.00;2111.67;2182.66;1671.00
2012-04-04;1408.00;2110.67;2171.74;1654.00
2012-04-03;1428.33;2170.33;2223.98;1668.00
2012-04-02;1455.67;2209.00;2269.22;1703.00
2012-03-30;1473.33;2223.67;2287.92;1716.00
2012-03-29;1473.67;2242.33;2292.03;1728.00
2012-03-28;1520.00;2312.67;2359.76;1774.00
2012-03-27;1534.67;2367.67;2407.85;1806.00
2012-03-26;1521.67;2356.67;2389.28;1793.00
2012-03-23;1505.33;2310.67;2348.50;1770.00
2012-03-22;1491.00;2304.33;2329.50;1766.00
2012-03-21;1525.00;2368.67;2391.45;1811.00
2012-03-20;1533.33;2392.33;2410.99;1822.00
2012-03-19;1491.33;2314.67;2341.30;1768.00
2012-03-16;1476.00;2271.33;2302.56;1747.00
2012-03-15;1460.00;2241.33;2266.51;1730.00
2012-03-14;1518.00;2334.67;2357.41;1808.00
2012-03-13;1547.33;2388.00;2409.58;1838.00
2012-03-12;1559.67;2399.00;2416.35;1837.00
2012-03-09;1567.67;2422.33;2438.22;1860.00
2012-03-08;1549.33;2393.67;2420.73;1826.00
2012-03-07;1488.00;2310.33;2324.88;1768.00
2012-03-06;1488.33;2301.67;2319.29;1767.00
2012-03-05;1479.33;2306.00;2325.22;1758.00
2012-03-02;1506.33;2347.33;2365.93;1793.00
2012-03-01;1515.00;2383.33;2398.25;1800.00
2012-02-29;1502.67;2357.00;2375.19;1778.00
2012-02-28;1528.67;2378.33;2401.59;1786.00
2012-02-27;1547.33;2419.67;2434.01;1814.00
2012-02-24;1522.67;2377.33;2394.92;1779.00
2012-02-23;1531.33;2354.67;2377.71;1787.00
2012-02-22;1588.67;2453.67;2470.08;1864.00
2012-02-21;1568.00;2450.33;2461.53;1857.00
2012-02-20;1523.33;2405.67;2408.09;1818.00
2012-02-17;1513.67;2361.00;2375.43;1806.00
2012-02-16;1550.67;2422.67;2433.72;1857.00
2012-02-15;1561.33;2405.33;2427.02;1855.00
2012-02-14;1486.67;2283.33;2305.99;1755.00
2012-02-13;1446.67;2217.33;2248.10;1701.00
2012-02-10;1425.67;2163.00;2202.25;1670.00
2012-02-09;1469.00;2235.67;2279.11;1714.00
2012-02-08;1485.67;2278.33;2312.36;1743.00
2012-02-07;1488.00;2284.33;2322.49;1753.00
2012-02-06;1489.67;2289.00;2321.60;1768.00
2012-02-03;1517.67;2338.67;2364.61;1804.00
2012-02-02;1464.67;2252.33;2282.23;1734.00
2012-02-01;1459.33;2256.33;2283.01;1729.00
2012-01-31;1511.00;2321.00;2348.67;1799.00
2012-01-30;1503.67;2307.00;2330.95;1775.00
2012-01-27;1575.00;2421.33;2446.25;1855.00
2012-01-26;1601.33;2466.67;2488.66;1893.00
2012-01-25;1600.33;2446.67;2466.95;1901.00
2012-01-24;1596.33;2431.67;2458.78;1889.00
2012-01-23;1497.67;2300.00;2314.66;1776.00
2012-01-20;1502.67;2289.00;2310.04;1785.00
2012-01-19;1549.33;2337.67;2365.50;1830.00
2012-01-18;1517.33;2290.33;2312.11;1803.00
2012-01-17;1517.00;2288.67;2306.77;1811.00
2012-01-16;1494.00;2286.33;2286.41;1804.00
2012-01-13;1524.67;2284.00;2306.16;1820.00
2012-01-12;1555.33;2341.00;2360.60;1842.00
2012-01-11;1572.00;2371.67;2388.18;1882.00
2012-01-10;1557.00;2349.67;2378.28;1861.00
2012-01-09;1442.33;2187.33;2204.62;1731.00
2012-01-06;1353.00;2049.33;2066.61;1624.00
2012-01-05;1350.33;2043.00;2064.60;1615.00
2012-01-04;1363.33;2096.00;2111.84;1633.00
2012-01-03;1382.33;2127.00;2143.38;1641.00
2011-12-30;1397.00;2127.33;2145.22;1656.00
2011-12-29;1382.00;2101.67;2112.49;1633.00
2011-12-28;1406.67;2139.33;2155.19;1666.00
2011-12-27;1415.50;2239.33;2225.99;1703.00
2011-12-23;1424.33;2237.33;2229.79;1708.00
2011-12-22;1432.00;2239.67;2240.55;1717.00
2011-12-21;1451.67;2239.67;2255.76;1730.00
2011-12-20;1417.33;2202.00;2209.67;1690.00
2011-12-19;1361.00;2093.00;2101.68;1615.00
2011-12-16;1386.67;2123.67;2135.53;1639.00
2011-12-15;1414.33;2167.00;2176.74;1673.00
2011-12-14;1440.33;2201.33;2211.02;1705.00
2011-12-13;1490.33;2266.00;2288.19;1748.00
2011-12-12;1434.67;2187.67;2210.18;1677.00
2011-12-09;1353.67;2084.00;2098.67;1570.00
2011-12-08;1385.67;2157.33;2159.83;1621.00
2011-12-07;1400.00;2168.00;2180.27;1627.00
2011-12-06;1422.67;2188.67;2200.56;1643.00
2011-12-05;1437.00;2225.33;2237.80;1662.00
2011-12-02;1451.67;2246.00;2252.72;1684.00
2011-12-01;1476.67;2298.67;2305.90;1711.00
2011-11-30;1480.67;2321.67;2321.53;1726.00
2011-11-29;1498.67;2331.33;2334.59;1749.00
2011-11-28;1532.00;2370.67;2373.63;1780.00
2011-11-25;1551.67;2394.67;2395.34;1810.00
2011-11-24;1560.33;2403.33;2409.09;1805.00
2011-11-23;1558.67;2412.00;2412.80;1808.00
2011-11-22;1554.33;2425.33;2427.42;1794.00
2011-11-21;1556.33;2425.67;2428.87;1796.00
2011-11-18;1580.67;2469.00;2479.63;1836.00
2011-11-17;1618.00;2515.00;2533.70;1876.00
2011-11-16;1622.33;2544.33;2549.23;1888.00
2011-11-15;1625.33;2554.33;2560.20;1893.00
2011-11-14;1596.33;2522.00;2528.41;1856.00
2011-11-11;1593.67;2541.33;2549.50;1850.00
2011-11-10;1602.67;2544.33;2546.77;1874.00
2011-11-09;1631.67;2591.00;2594.84;1909.00
2011-11-08;1671.00;2692.00;2686.35;1949.00
2011-11-07;1707.67;2746.33;2738.75;1992.00
2011-11-04;1697.00;2717.67;2715.88;1973.00
2011-11-03;1703.00;2736.67;2728.95;1980.00
2011-11-02;1676.00;2664.33;2665.84;1943.00
2011-11-01;1650.67;2616.33;2622.06;1917.00
2011-10-31;1694.00;2715.00;2721.25;1954.00
2011-10-28;1721.67;2768.33;2769.63;1955.00
2011-10-27;1735.00;2779.67;2782.04;1961.00
2011-10-26;1721.67;2717.33;2725.02;1969.00
2011-10-25;1696.33;2672.00;2689.67;1934.00
2011-10-24;1688.00;2656.00;2674.31;1920.00
2011-10-21;1673.67;2597.33;2630.28;1896.00
2011-10-20;1689.33;2589.33;2620.50;1917.00
2011-10-19;1704.67;2645.00;2666.50;1936.00
2011-10-18;1701.00;2599.67;2628.61;1917.00
2011-10-17;1708.33;2645.67;2667.93;1938.00
2011-10-14;1722.33;2702.33;2710.04;1955.00
2011-10-13;1704.67;2653.33;2664.96;1941.00
2011-10-12;1706.67;2654.67;2669.71;1934.00
2011-10-11;1709.33;2631.00;2646.26;1937.00
2011-10-10;1731.33;2686.33;2698.63;1971.00
2011-10-07;1741.67;2681.00;2699.35;1999.00
2011-10-06;1759.00;2686.33;2695.09;2011.00
2011-10-05;1739.33;2641.00;2660.35;1998.00
2011-10-04;1728.67;2622.33;2640.51;1985.00
2011-10-03;1712.33;2595.33;2620.27;1974.00
2011-09-30;1724.33;2641.67;2665.51;1982.00
2011-09-29;1769.67;2729.00;2749.93;2016.00
2011-09-28;1756.00;2689.67;2716.49;1994.00
2011-09-27;1785.67;2748.00;2771.73;2037.00
2011-09-26;1773.33;2711.33;2731.42;2025.00
2011-09-23;1761.33;2663.33;2692.25;1993.00
2011-09-22;1800.67;2717.00;2739.07;2038.00
2011-09-21;1807.33;2758.67;2788.29;2030.00
2011-09-20;1799.00;2756.67;2789.65;2039.00
2011-09-19;1794.67;2747.33;2777.59;2036.00
2011-09-16;1834.00;2822.67;2857.53;2074.00
2011-09-15;1837.67;2829.33;2864.22;2066.00
2011-09-14;1849.00;2845.33;2878.52;2099.00
2011-09-13;1875.00;2896.00;2927.42;2141.00
2011-09-12;1872.00;2900.67;2928.42;2147.00
2011-09-09;1878.67;2891.67;2933.97;2148.00
2011-09-08;1883.67;2946.67;2979.47;2137.00
2011-09-07;1912.00;2972.67;3008.14;2142.00
2011-09-06;1934.00;3014.67;3047.18;2177.00
2011-09-05;1957.00;3063.33;3104.46;2201.00
2011-09-02;1965.00;3112.00;3143.47;2213.00
2011-09-01;1956.00;3103.67;3130.72;2192.00
2011-08-31;1967.00;3141.00;3167.11;2199.00
2011-08-30;1959.33;3115.67;3149.45;2182.00
2011-08-29;1954.50;3142.00;3170.37;2186.00
2011-08-26;1949.67;3105.67;3140.40;2169.00
2011-08-25;1922.33;3052.67;3088.81;2150.00
2011-08-24;1948.00;3109.33;3146.57;2185.00
2011-08-23;1971.33;3155.00;3201.34;2219.00
2011-08-22;1930.67;3072.67;3121.65;2170.00
2011-08-19;1904.67;3032.00;3088.49;2144.00
2011-08-18;1904.67;3025.33;3080.06;2154.00
2011-08-17;1924.67;3066.00;3126.62;2166.00
2011-08-16;1909.33;3019.00;3074.82;2128.00
2011-08-15;1869.33;2973.33;3015.31;2086.00
2011-08-12;1854.00;2911.33;2962.46;2080.00
2011-08-11;1849.67;2895.67;2946.20;2071.00
2011-08-10;1852.67;2889.67;2940.21;2072.00
2011-08-09;1880.00;2950.67;2994.94;2101.00
2011-08-08;1873.33;2961.67;3009.94;2113.00
2011-08-05;1877.67;2970.67;3018.40;2132.00
2011-08-04;1860.00;2958.33;2992.37;2116.00
2011-08-03;1860.67;2963.67;3005.21;2098.00
2011-08-02;1879.00;2973.33;3013.96;2118.00
2011-08-01;1884.00;2988.33;3024.40;2128.00
2011-07-29;1879.33;3019.33;3052.79;2122.00
2011-07-28;1890.33;3018.33;3050.07;2133.00
2011-07-27;1918.33;3081.00;3105.96;2161.00
2011-07-26;1901.33;3070.67;3090.10;2132.00
2011-07-25;1897.00;3028.67;3055.41;2128.00
2011-07-22;1928.00;3097.67;3118.32;2171.00
2011-07-21;1995.33;3202.33;3223.77;2242.00
2011-07-20;2014.00;3207.33;3225.34;2272.00
2011-07-19;2016.67;3199.67;3223.45;2276.00
2011-07-18;2024.67;3197.33;3217.54;2291.00
2011-07-15;2016.00;3200.67;3224.73;2274.00
2011-07-14;2003.00;3170.33;3196.88;2256.00
2011-07-13;2012.67;3205.67;3220.82;2273.00
2011-07-12;1961.00;3094.67;3107.11;2217.00
2011-07-11;1957.33;3083.67;3097.91;2208.00
2011-07-08;1965.00;3120.67;3131.84;2198.00
2011-07-07;2035.33;3216.00;3229.45;2252.00
2011-07-06;2030.00;3213.67;3227.13;2253.00
2011-07-05;2043.67;3251.67;3265.77;2257.00
2011-07-04;2027.67;3219.33;3237.33;2229.00
2011-07-01;2015.33;3187.00;3209.14;2212.00
2011-06-30;2004.33;3175.00;3193.97;2199.00
2011-06-29;1978.67;3129.00;3150.60;2183.00
2011-06-28;1936.67;3058.00;3076.49;2141.00
2011-06-27;1931.00;3025.33;3051.53;2137.00
2011-06-24;1901.00;2990.67;3011.43;2122.00
2011-06-23;1914.67;3017.67;3035.92;2142.00
2011-06-22;1921.33;3080.67;3086.33;2145.00
2011-06-21;1905.33;3052.00;3068.70;2131.00
2011-06-20;1878.33;3000.67;3018.87;2109.00
2011-06-17;1851.67;2941.67;2966.01;2071.00
2011-06-16;1836.67;2920.67;2938.12;2076.00
2011-06-15;1870.33;3008.67;3017.29;2121.00
2011-06-14;1855.33;3009.00;3020.86;2087.00
2011-06-13;1852.00;2974.00;2993.42;2083.00
2011-06-10;1863.33;3000.67;3010.05;2096.00
2011-06-09;1847.33;3056.67;3037.51;2090.00
2011-06-08;1827.67;2928.33;2957.05;2027.00
2011-06-07;1804.67;2916.67;2938.39;2002.00
2011-06-06;1795.67;2906.33;2918.48;1997.00
2011-06-03;1801.67;2902.67;2924.56;2003.00
2011-06-02;1819.33;2916.00;2939.26;2038.00
2011-06-01;1838.67;2972.67;2989.21;2071.00
2011-05-31;1863.33;3019.67;3037.63;2115.00
2011-05-27;1837.67;2984.00;3003.71;2103.00
2011-05-26;1874.00;3027.00;3041.28;2158.00
2011-05-25;1866.67;2977.33;3004.12;2130.00
2011-05-24;1819.00;2901.33;2919.01;2070.00
2011-05-23;1821.33;2886.67;2906.05;2073.00
2011-05-20;1845.00;2929.00;2956.55;2087.00
2011-05-19;1891.33;3003.67;3027.57;2124.00
2011-05-18;1892.67;3013.67;3032.51;2126.00
2011-05-17;1880.33;2997.67;3018.24;2132.00
2011-05-16;1893.67;3016.67;3041.73;2140.00
2011-05-13;1895.67;3023.00;3040.64;2152.00
2011-05-12;1898.67;3060.00;3072.29;2159.00
2011-05-11;1932.00;3127.33;3144.72;2204.00
2011-05-10;1928.67;3123.33;3132.23;2182.00
2011-05-09;1914.33;3097.00;3108.01;2172.00
2011-05-06;1909.00;3091.00;3108.06;2147.00
2011-05-05;1903.33;3067.00;3092.09;2119.00
2011-05-04;1959.00;3181.00;3204.32;2156.00
2011-05-03;1998.67;3283.00;3289.50;2211.00
2011-05-02;1997.50;3292.33;3305.79;2229.00
2011-04-29;1997.50;3346.67;3338.15;2247.00
2011-04-28;1996.33;3286.67;3299.24;2231.00
2011-04-27;1945.33;3177.67;3191.98;2178.00
2011-04-26;1924.00;3106.33;3132.87;2142.00
2011-04-25;1915.83;3075.67;3114.61;2136.00
2011-04-21;1907.67;3087.67;3120.28;2141.00
2011-04-20;1938.67;3110.33;3141.09;2165.00
2011-04-19;1945.00;3084.67;3124.59;2182.00
2011-04-18;1947.67;3076.33;3114.36;2191.00
2011-04-15;1994.00;3166.67;3206.30;2219.00
2011-04-14;1966.00;3137.33;3171.40;2192.00
2011-04-13;1951.67;3069.67;3119.39;2154.00
2011-04-12;1941.00;3085.00;3116.60;2156.00
2011-04-11;1915.33;3029.00;3078.47;2130.00
2011-04-08;1897.00;3007.00;3048.61;2113.00
2011-04-07;1920.67;3012.33;3067.00;2148.00
2011-04-06;1927.33;3019.00;3076.42;2147.00
2011-04-05;1916.67;2987.67;3049.11;2142.00
2011-04-04;1959.67;3023.00;3086.83;2171.00
2011-04-01;1954.00;3038.33;3090.04;2176.00
2011-03-31;1920.33;2967.67;3020.05;2129.00
2011-03-30;1949.00;2995.67;3056.01;2167.00
2011-03-29;1998.67;3071.33;3128.60;2221.00
2011-03-28;2116.00;3241.67;3311.31;2348.00
2011-03-25;2109.00;3239.67;3304.29;2350.00
2011-03-24;2073.67;3202.67;3266.33;2304.00
2011-03-23;2089.00;3251.33;3318.59;2349.00
2011-03-22;2086.67;3259.00;3333.26;2346.00
2011-03-21;2052.33;3183.00;3260.66;2296.00
2011-03-18;2009.67;3106.67;3180.61;2243.00
2011-03-17;2122.67;3291.00;3353.66;2391.00
2011-03-16;2095.67;3219.00;3283.68;2358.00
2011-03-15;2110.67;3227.33;3308.43;2366.00
2011-03-14;2166.67;3340.33;3417.26;2443.00
2011-03-11;2207.67;3392.33;3461.36;2497.00
2011-03-10;2224.33;3433.00;3498.19;2531.00
2011-03-09;2239.67;3488.33;3553.31;2554.00
2011-03-08;2285.67;3578.00;3631.08;2610.00
2011-03-07;2303.67;3615.67;3669.08;2624.00
2011-03-04;2288.67;3575.00;3641.95;2604.00
2011-03-03;2334.33;3674.33;3730.25;2675.00
2011-03-02;2299.00;3611.00;3675.28;2651.00
2011-03-01;2276.33;3568.00;3635.00;2631.00
2011-02-28;2323.00;3633.33;3698.76;2681.00
2011-02-25;2303.00;3576.33;3634.65;2642.00
2011-02-24;2282.00;3562.00;3613.90;2619.00
2011-02-23;2283.00;3568.00;3630.49;2639.00
2011-02-22;2269.67;3512.00;3581.15;2621.00
2011-02-21;2219.33;3467.50;3528.19;2579.00
2011-02-18;2207.00;3423.00;3499.17;2559.00
2011-02-17;2182.00;3404.00;3461.84;2544.00
2011-02-16;2193.00;3385.00;3449.37;2541.00
2011-02-15;2165.00;3360.00;3421.15;2536.00
2011-02-14;2211.67;3399.00;3466.68;2571.00
2011-02-11;2199.67;3383.67;3444.69;2552.00
2011-02-10;2176.67;3377.33;3439.85;2523.00
2011-02-09;2133.33;3285.33;3354.35;2451.00
2011-02-08;2123.33;3254.67;3331.15;2434.00
2011-02-07;2100.00;3234.00;3304.14;2437.00
2011-02-04;2125.67;3269.33;3340.20;2459.00
2011-02-03;2173.67;3347.67;3425.70;2509.00
2011-02-02;2173.00;3369.67;3436.92;2495.00
2011-02-01;2147.00;3312.00;3383.05;2450.00
2011-01-31;2174.33;3341.67;3411.17;2487.00
2011-01-28;2146.67;3268.33;3330.95;2449.00
2011-01-27;2183.33;3341.33;3403.69;2485.00
2011-01-26;2189.00;3334.33;3402.72;2486.00
2011-01-25;2191.33;3329.33;3394.56;2488.00
2011-01-24;2168.33;3281.67;3371.33;2469.00
2011-01-21;2124.33;3177.67;3284.42;2419.00
2011-01-20;2108.33;3187.00;3263.46;2425.00
2011-01-19;2047.67;3110.67;3188.91;2363.00
2011-01-18;2004.33;3040.00;3119.91;2328.00
2011-01-17;2001.67;3043.67;3110.46;2340.00
2011-01-14;2009.33;3047.33;3115.21;2338.00
2011-01-13;1970.33;2983.67;3052.09;2285.00
2011-01-12;1987.67;2984.67;3050.96;2335.00
2011-01-11;1975.67;2952.00;3016.48;2326.00
2011-01-10;1950.00;2902.67;2967.65;2292.00
2011-01-07;1938.00;2870.33;2939.83;2273.00
2011-01-06;1934.67;2852.33;2921.62;2243.00
2011-01-05;1944.00;2869.33;2938.11;2231.00
2011-01-04;1975.33;2954.33;3013.73;2264.00
2010-12-31;2030.00;3054.67;3107.08;2326.00
2010-12-30;2034.67;3031.33;3079.92;2321.00
2010-12-29;2064.33;3065.00;3129.67;2365.00
2010-12-28;2054.50;3078.33;3116.56;2377.00
2010-12-27;2054.50;3058.00;3107.58;2366.00
2010-12-24;2044.67;3046.67;3099.57;2363.00
2010-12-23;2050.00;3035.33;3093.45;2361.00
2010-12-22;2017.67;2992.33;3046.24;2327.00
2010-12-21;2017.33;2993.00;3053.23;2325.00
2010-12-20;1999.00;2981.00;3039.08;2316.00
2010-12-17;1995.33;2973.67;3028.48;2302.00
2010-12-16;2016.33;3019.00;3080.98;2332.00
2010-12-15;2012.67;2989.67;3063.61;2303.00
2010-12-14;1960.00;2959.67;3025.00;2258.00
2010-12-13;1915.00;2915.67;2975.81;2221.00
2010-12-10;1915.33;2909.67;2966.13;2241.00
2010-12-09;2005.67;3021.67;3086.13;2337.00
2010-12-08;2024.33;3055.00;3123.53;2359.00
2010-12-07;2050.67;3102.33;3168.78;2378.00
2010-12-06;2060.67;3093.00;3159.23;2380.00
2010-12-03;1974.00;2938.33;3020.58;2260.00
2010-12-02;1941.00;2877.00;2951.27;2232.00
2010-12-01;1879.67;2789.00;2858.57;2175.00
2010-11-30;1918.33;2826.67;2905.94;2229.00
2010-11-29;1881.67;2780.00;2851.63;2178.00
2010-11-26;1888.67;2815.33;2880.40;2175.00
2010-11-25;1861.00;2816.83;2874.14;2148.00
2010-11-24;1875.67;2818.33;2887.05;2161.00
2010-11-23;1874.67;2829.00;2895.30;2163.00
2010-11-22;1884.00;2869.00;2932.94;2155.00
2010-11-19;1895.33;2892.67;2956.30;2165.00
2010-11-18;1946.00;2959.00;3034.65;2227.00
2010-11-17;1898.67;2854.67;2938.06;2168.00
2010-11-16;1879.00;2816.67;2897.96;2145.00
2010-11-15;1875.00;2835.67;2921.16;2145.00
2010-11-12;1824.00;2768.33;2856.27;2085.00
2010-11-11;1869.00;2871.67;2940.75;2152.00
2010-11-10;1870.00;2868.33;2934.19;2136.00
2010-11-09;1896.00;2890.67;2963.93;2137.00
2010-11-08;1853.67;2818.33;2903.45;2085.00
2010-11-05;1811.33;2774.00;2854.13;2032.00
2010-11-04;1840.00;2794.67;2889.30;2033.00
2010-11-03;1850.00;2800.00;2885.13;2056.00
2010-11-02;1892.33;2835.00;2931.18;2088.00
2010-11-01;1867.67;2796.00;2892.97;2084.00
2010-10-29;1881.67;2823.67;2916.32;2099.00
2010-10-28;1898.00;2851.33;2936.28;2109.00
2010-10-27;1943.67;2889.00;2972.03;2162.00
2010-10-26;1945.00;2915.00;2997.70;2161.00
2010-10-25;1987.67;2945.33;3034.33;2170.00
2010-10-22;1944.67;2877.00;2959.67;2129.00
2010-10-21;1921.33;2853.00;2937.20;2102.00
2010-10-20;1885.67;2811.67;2898.62;2077.00
2010-10-19;1879.67;2774.00;2863.85;2071.00
2010-10-18;1884.67;2823.00;2908.02;2080.00
2010-10-15;1874.67;2824.67;2912.21;2080.00
2010-10-14;1924.00;2901.67;2986.96;2124.00
2010-10-13;1933.33;2888.33;2973.38;2129.00
2010-10-12;1934.67;2887.67;2970.00;2142.00
2010-10-11;1926.67;2879.33;2967.71;2139.00
2010-10-08;1890.67;2832.33;2921.80;2098.00
2010-10-07;1861.00;2774.67;2867.53;2060.00
2010-10-06;1868.67;2770.33;2869.12;2060.00
2010-10-05;1849.33;2729.00;2833.89;2049.00
2010-10-04;1866.67;2762.33;2858.59;2088.00
2010-10-01;1885.67;2802.00;2891.38;2102.00
2010-09-30;1928.00;2834.00;2931.20;2156.00
2010-09-29;1939.67;2893.67;2977.96;2185.00
2010-09-28;1910.33;2841.33;2928.54;2156.00
2010-09-27;1917.33;2858.00;2946.62;2186.00
2010-09-24;1899.67;2823.00;2912.81;2162.00
2010-09-23;1896.00;2793.67;2885.43;2161.00
2010-09-22;1900.67;2783.33;2876.71;2150.00
2010-09-21;1920.67;2805.00;2894.04;2203.00
2010-09-20;1880.00;2741.00;2831.45;2165.00
2010-09-17;1899.67;2757.33;2861.64;2192.00
2010-09-16;1900.67;2761.00;2862.93;2190.00
2010-09-15;1870.33;2733.33;2827.35;2173.00
2010-09-14;1869.00;2701.33;2802.60;2154.00
2010-09-13;1847.33;2642.00;2747.65;2132.00
2010-09-10;1873.67;2669.00;2774.13;2179.00
2010-09-09;1895.67;2725.33;2824.98;2223.00
2010-09-08;1924.00;2757.33;2869.24;2253.00
2010-09-07;1958.33;2747.00;2871.09;2257.00
2010-09-06;1976.67;2780.50;2910.50;2258.00
2010-09-03;1966.00;2814.00;2923.82;2270.00
2010-09-02;1960.00;2763.33;2888.22;2252.00
2010-09-01;1959.67;2771.00;2899.54;2263.00
2010-08-31;1966.67;2781.67;2899.17;2282.00
2010-08-30;1954.83;2738.33;2878.49;2271.00
