Date;London futures (£ sterling/tonne);New York futures (US$/tonne);ICCO daily price (US$/tonne);ICCO daily price (Euro/tonne)
2015-08-07;2086.67;3117.67;3171.83;2893.00
2015-08-06;2044.33;3070.67;3118.87;2858.00
2015-08-05;2075.67;3127.00;3181.59;2927.00
2015-08-04;2108.00;3175.33;3231.33;2950.00
2015-08-03;2116.67;3174.33;3236.69;2953.00
2015-07-31;2136.00;3214.33;3276.29;2967.00
2015-07-30;2147.00;3230.00;3286.49;3010.00
2015-07-29;2139.33;3222.67;3281.46;2977.00
2015-07-28;2134.00;3209.00;3268.06;2957.00
2015-07-27;2127.67;3194.67;3253.88;2928.00
2015-07-24;2127.00;3186.00;3240.57;2953.00
2015-07-23;2159.00;3243.33;3295.86;3006.00
2015-07-22;2172.00;3275.00;3331.12;3061.00
2015-07-21;2214.00;3332.67;3385.89;3099.00
2015-07-20;2213.67;3348.67;3397.62;3131.00
2015-07-17;2209.33;3338.33;3393.44;3129.00
2015-07-16;2211.33;3344.00;3395.18;3121.00
2015-07-15;2212.33;3346.67;3397.79;3101.00
2015-07-14;2222.00;3358.67;3408.55;3095.00
2015-07-13;2196.00;3298.67;3351.78;3039.00
2015-07-10;2198.00;3290.67;3347.08;3001.00
2015-07-09;2190.67;3265.67;3315.92;3007.00
2015-07-08;2174.00;3238.00;3285.75;2969.00
2015-07-07;2166.33;3243.33;3291.69;3005.00
2015-07-06;2163.67;3267.67;3320.36;2999.00
2015-07-03;2171.67;3271.50;3325.42;2997.00
2015-07-02;2171.33;3275.33;3330.82;3003.00
2015-07-01;2160.00;3262.33;3316.07;2992.00
2015-06-30;2144.67;3263.00;3315.65;2973.00
2015-06-29;2165.67;3314.33;3362.95;3008.00
2015-06-26;2164.00;3304.67;3352.21;3007.00
2015-06-25;2135.33;3255.33;3305.18;2951.00
2015-06-24;2143.67;3271.67;3314.00;2966.00
2015-06-23;2121.67;3233.67;3285.68;2937.00
2015-06-22;2132.33;3268.67;3319.14;2920.00
2015-06-19;2116.67;3240.33;3298.68;2910.00
2015-06-18;2128.67;3269.67;3323.03;2914.00
2015-06-17;2108.67;3205.67;3257.50;2896.00
2015-06-16;2123.00;3220.00;3265.78;2909.00
2015-06-15;2111.67;3185.00;3233.05;2874.00
2015-06-12;2097.33;3142.33;3202.84;2842.00
2015-06-11;2082.33;3096.33;3158.64;2812.00
2015-06-10;2091.33;3116.33;3179.68;2813.00
2015-06-09;2094.00;3102.33;3158.26;2800.00
2015-06-08;2104.33;3107.67;3159.49;2812.00
2015-06-05;2105.00;3103.33;3156.78;2841.00
2015-06-04;2096.00;3107.00;3160.61;2807.00
2015-06-03;2105.33;3130.00;3178.53;2820.00
2015-06-02;2102.33;3108.67;3163.41;2844.00
2015-06-01;2084.67;3053.67;3107.38;2847.00
2015-05-29;2095.67;3083.33;3140.19;2859.00
2015-05-28;2109.67;3109.33;3165.56;2901.00
2015-05-27;2109.67;3119.67;3173.68;2915.00
2015-05-26;2101.33;3135.33;3183.70;2925.00
2015-05-22;2094.33;3131.33;3185.32;2887.00
2015-05-21;2080.33;3155.33;3206.26;2882.00
2015-05-20;2070.67;3102.67;3158.02;2851.00
2015-05-19;2084.00;3127.33;3178.35;2850.00
2015-05-18;2063.00;3126.33;3177.88;2799.00
2015-05-15;2049.67;3115.33;3172.39;2775.00
2015-05-14;2029.00;3074.67;3134.06;2758.00
2015-05-13;2017.00;3046.67;3110.31;2734.00
2015-05-12;2010.33;3032.33;3090.46;2748.00
2015-05-11;1997.33;2988.33;3048.79;2738.00
2015-05-08;1982.00;2934.67;2996.94;2666.00
2015-05-07;1997.33;2920.00;2979.42;2640.00
2015-05-06;1990.33;2905.00;2968.14;2614.00
2015-05-05;2004.67;2925.67;2982.72;2668.00
2015-05-04;1988.67;2874.00;2938.39;2635.00
2015-05-01;1972.67;2875.00;2929.38;2616.00
2015-04-30;1989.00;2927.33;2987.14;2671.00
2015-04-29;1971.67;2931.00;2990.04;2678.00
2015-04-28;1975.67;2906.67;2965.26;2701.00
2015-04-27;1982.33;2903.67;2960.14;2717.00
2015-04-24;1965.67;2866.00;2922.78;2688.00
2015-04-23;1929.33;2789.67;2844.97;2633.00
2015-04-22;1919.33;2773.00;2826.91;2636.00
2015-04-21;1922.67;2771.67;2820.24;2622.00
2015-04-20;1925.00;2777.67;2822.19;2623.00
2015-04-17;1952.33;2824.67;2868.87;2662.00
2015-04-16;1973.00;2850.67;2895.12;2697.00
2015-04-15;1953.00;2808.33;2844.94;2685.00
2015-04-14;1974.67;2843.67;2879.73;2697.00
2015-04-13;1962.33;2794.00;2835.54;2681.00
2015-04-10;1950.67;2775.00;2814.17;2656.00
2015-04-09;1953.00;2783.33;2828.15;2650.00
2015-04-08;1949.00;2782.00;2844.03;2629.00
2015-04-07;1947.00;2776.67;2832.72;2611.00
2015-04-06;1944.50;2784.00;2837.15;2597.00
2015-04-02;1942.00;2758.00;2817.78;2592.00
2015-04-01;1923.33;2742.00;2795.90;2596.00
2015-03-31;1905.00;2703.67;2764.77;2572.00
2015-03-30;1906.33;2685.67;2751.23;2544.00
2015-03-27;1923.33;2741.33;2801.34;2568.00
2015-03-26;1937.67;2758.33;2817.01;2580.00
2015-03-25;1947.67;2771.67;2834.61;2584.00
2015-03-24;1946.67;2772.00;2832.37;2594.00
2015-03-23;1923.67;2755.33;2813.30;2578.00
2015-03-20;1943.00;2771.00;2838.43;2617.00
2015-03-19;1924.67;2706.33;2769.67;2605.00
2015-03-18;1947.33;2747.00;2804.98;2630.00
2015-03-17;1964.33;2783.33;2837.86;2679.00
2015-03-16;1959.67;2783.00;2843.96;2680.00
2015-03-13;1983.33;2815.00;2867.88;2726.00
2015-03-12;1977.33;2831.00;2885.70;2722.00
2015-03-11;1969.33;2834.67;2887.44;2731.00
2015-03-10;1990.33;2896.33;2948.93;2750.00
2015-03-09;2001.00;2918.67;2969.34;2737.00
2015-03-06;2011.67;2921.00;2974.18;2740.00
2015-03-05;2025.33;2974.33;3027.89;2750.00
2015-03-04;2023.67;2983.00;3034.14;2741.00
2015-03-03;2021.33;3016.00;3061.70;2730.00
2015-03-02;2015.67;2990.00;3042.38;2719.00
2015-02-27;2010.33;3001.00;3050.52;2725.00
2015-02-26;1993.33;2963.00;3016.86;2691.00
2015-02-25;1971.67;2949.67;3000.56;2640.00
2015-02-24;2011.00;2997.00;3049.79;2693.00
2015-02-23;2003.00;2980.00;3037.07;2678.00
2015-02-20;1996.67;2959.00;3013.09;2651.00
2015-02-19;1982.33;2941.33;3000.14;2634.00
2015-02-18;1984.67;2949.00;3003.93;2648.00
2015-02-17;1978.00;2920.33;2976.25;2611.00
2015-02-16;1958.00;2921.00;2964.29;2604.00
2015-02-13;1992.67;2921.67;2992.40;2622.00
2015-02-12;1990.33;2928.00;2993.47;2622.00
2015-02-11;1984.33;2877.33;2948.10;2608.00
2015-02-10;1970.00;2856.00;2929.14;2586.00
2015-02-09;1981.33;2858.00;2934.81;2593.00
2015-02-06;1933.33;2773.33;2859.43;2522.00
2015-02-05;1911.67;2753.33;2836.56;2482.00
2015-02-04;1898.33;2730.67;2807.45;2458.00
2015-02-03;1888.33;2703.67;2778.00;2424.00
2015-02-02;1873.67;2677.00;2744.64;2421.00
2015-01-30;1886.33;2691.67;2761.10;2445.00
2015-01-29;1882.00;2691.67;2759.69;2441.00
2015-01-28;1885.00;2718.00;2787.03;2457.00
2015-01-27;1897.67;2747.67;2813.83;2476.00
2015-01-26;1903.67;2737.33;2802.32;2484.00
2015-01-23;1921.00;2759.00;2819.72;2504.00
2015-01-22;1944.33;2799.67;2860.76;2506.00
2015-01-21;1965.33;2844.33;2906.19;2508.00
2015-01-20;1996.00;2916.33;2968.84;2568.00
2015-01-19;2010.33;2923.67;2980.89;2565.00
2015-01-16;2007.33;2931.00;2982.59;2588.00
2015-01-15;2020.00;2962.67;3009.87;2594.00
2015-01-14;2023.33;2976.00;3026.85;2564.00
2015-01-13;2023.00;2973.33;3018.58;2563.00
2015-01-12;2026.67;2980.00;3024.03;2557.00
2015-01-09;2009.00;2938.67;2989.09;2526.00
2015-01-08;2018.00;2965.00;3005.38;2545.00
2015-01-07;1988.67;2900.00;2946.87;2493.00
2015-01-06;1970.00;2882.00;2933.67;2458.00
2015-01-05;1984.33;2927.67;2973.07;2494.00
2015-01-02;1963.33;2930.67;2971.75;2474.00
2014-12-31;1957.67;2895.00;2970.86;2455.00
2014-12-30;1962.00;2954.67;3001.86;2468.00
2014-12-29;1960.67;2945.33;2992.04;2457.00
2014-12-26;1961.83;2925.33;2986.32;2453.00
2014-12-24;1963.00;2949.67;2999.54;2458.00
2014-12-23;1963.33;2939.33;2990.66;2456.00
2014-12-22;1961.67;2961.00;3010.11;2456.00
2014-12-19;1959.67;2958.00;3005.92;2458.00
2014-12-18;1945.00;2943.00;2992.68;2434.00
2014-12-17;1922.33;2901.33;2952.92;2379.00
2014-12-16;1915.00;2896.33;2952.21;2363.00
2014-12-15;1896.67;2864.00;2914.81;2337.00
2014-12-12;1879.67;2853.67;2902.37;2327.00
2014-12-11;1874.00;2846.33;2894.21;2334.00
2014-12-10;1925.00;2918.00;2966.52;2388.00
2014-12-09;1934.33;2933.33;2982.60;2402.00
2014-12-08;1919.33;2894.33;2945.25;2395.00
2014-12-05;1919.33;2885.67;2937.80;2388.00
2014-12-04;1895.67;2861.33;2917.34;2346.00
2014-12-03;1886.00;2847.67;2902.98;2358.00
2014-12-02;1894.33;2852.00;2905.19;2346.00
2014-12-01;1908.33;2889.33;2944.33;2358.00
2014-11-28;1887.67;2852.33;2899.92;2332.00
2014-11-27;1900.00;2861.00;2921.81;2342.00
2014-11-26;1891.00;2869.67;2925.23;2339.00
2014-11-25;1868.00;2815.00;2873.32;2303.00
2014-11-24;1888.33;2865.00;2912.76;2343.00
2014-11-21;1867.67;2822.67;2872.88;2318.00
2014-11-20;1868.33;2823.67;2874.64;2295.00
2014-11-19;1871.33;2826.67;2877.51;2293.00
2014-11-18;1862.00;2808.00;2858.59;2281.00
2014-11-17;1870.00;2820.33;2871.10;2306.00
2014-11-14;1865.67;2809.00;2862.71;2292.00
2014-11-13;1875.67;2815.67;2880.28;2309.00
2014-11-12;1887.33;2855.00;2917.60;2341.00
2014-11-11;1922.33;2919.00;2982.52;2396.00
2014-11-10;1908.33;2902.33;2963.23;2383.00
2014-11-07;1906.67;2874.67;2945.32;2370.00
2014-11-06;1897.33;2875.33;2939.79;2368.00
2014-11-05;1880.67;2865.00;2933.04;2348.00
2014-11-04;1882.67;2883.33;2944.88;2345.00
2014-11-03;1872.67;2862.67;2924.69;2342.00
2014-10-31;1894.67;2890.67;2958.08;2360.00
2014-10-30;1914.33;2938.00;3000.75;2378.00
2014-10-29;1897.00;2926.67;2991.46;2345.00
2014-10-28;1886.00;2922.00;2982.01;2340.00
2014-10-27;1915.00;2950.00;3017.01;2373.00
2014-10-24;1960.67;3026.33;3088.12;2437.00
2014-10-23;2004.33;3087.67;3147.15;2488.00
2014-10-22;2000.33;3088.33;3148.53;2487.00
2014-10-21;1994.33;3091.00;3150.84;2477.00
2014-10-20;2000.33;3102.33;3161.98;2475.00
2014-10-17;2005.67;3089.67;3154.98;2474.00
2014-10-16;1993.33;3048.67;3121.44;2438.00
2014-10-15;2032.67;3110.00;3174.83;2482.00
2014-10-14;2006.00;3091.00;3140.57;2480.00
2014-10-13;1972.67;3041.67;3103.36;2445.00
2014-10-10;2017.67;3126.67;3178.88;2515.00
2014-10-09;1960.67;3035.33;3096.69;2438.00
2014-10-08;1956.33;3020.67;3079.02;2428.00
2014-10-07;1965.67;3035.33;3094.43;2451.00
2014-10-06;1984.33;3057.33;3115.44;2475.00
2014-10-03;1975.67;3044.33;3095.64;2474.00
2014-10-02;1973.00;3066.67;3121.25;2465.00
2014-10-01;2003.00;3151.67;3196.56;2533.00
2014-09-30;2078.33;3262.00;3313.46;2625.00
2014-09-29;2082.33;3278.33;3330.18;2621.00
2014-09-26;2084.33;3277.00;3329.88;2624.00
2014-09-25;2099.33;3289.67;3353.48;2632.00
2014-09-24;2120.67;3328.00;3393.51;2653.00
2014-09-23;2075.00;3259.33;3324.63;2585.00
2014-09-22;2100.00;3288.67;3356.62;2616.00
2014-09-19;2064.33;3232.33;3296.53;2568.00
2014-09-18;2028.00;3163.67;3238.56;2508.00
2014-09-17;2008.33;3127.67;3199.97;2471.00
2014-09-16;1976.00;3061.67;3133.22;2418.00
2014-09-15;1969.00;3047.00;3118.83;2411.00
2014-09-12;1967.33;3048.33;3118.74;2407.00
2014-09-11;1945.67;3023.33;3087.36;2386.00
2014-09-10;1966.67;3049.67;3108.64;2408.00
2014-09-09;1973.33;3067.00;3118.53;2415.00
2014-09-08;1957.00;3057.67;3105.44;2400.00
2014-09-05;1960.33;3083.00;3137.46;2421.00
2014-09-04;1971.67;3125.33;3172.48;2453.00
2014-09-03;1972.67;3136.00;3187.81;2427.00
2014-09-02;1970.67;3147.00;3196.59;2435.00
2014-09-01;1986.00;3177.50;3235.49;2464.00
2014-08-29;1991.00;3208.00;3252.30;2472.00
2014-08-28;2006.00;3211.33;3265.48;2478.00
2014-08-27;1998.33;3192.33;3249.29;2463.00
2014-08-26;2008.33;3204.33;3262.76;2474.00
2014-08-25;2002.83;3214.33;3264.31;2474.00
2014-08-22;1997.33;3181.00;3242.24;2450.00
2014-08-21;1995.33;3182.33;3243.05;2441.00
2014-08-20;2008.33;3209.33;3271.88;2463.00
2014-08-19;1998.00;3191.00;3252.74;2442.00
2014-08-18;2014.00;3243.33;3299.53;2472.00
2014-08-15;2009.33;3226.00;3286.77;2455.00
2014-08-14;2032.00;3210.33;3297.72;2466.00
2014-08-13;2020.00;3226.00;3295.91;2466.00
2014-08-12;2007.33;3230.33;3298.57;2469.00
2014-08-11;2001.33;3217.33;3285.13;2454.00
2014-08-08;1999.00;3209.33;3279.08;2444.00
2014-08-07;1998.00;3215.33;3287.73;2460.00
2014-08-06;1995.00;3200.67;3276.18;2453.00
2014-08-05;1979.67;3183.00;3258.58;2438.00
2014-08-04;1981.00;3173.67;3251.52;2424.00
2014-08-01;1982.00;3180.00;3254.88;2422.00
2014-07-31;1984.67;3181.33;3263.15;2437.00
2014-07-30;1974.33;3180.00;3255.65;2433.00
2014-07-29;1952.00;3158.67;3229.70;2408.00
2014-07-28;1939.33;3147.67;3218.15;2394.00
2014-07-25;1953.67;3159.67;3234.54;2408.00
2014-07-24;1949.67;3155.33;3229.91;2398.00
2014-07-23;1947.00;3156.67;3234.01;2401.00
2014-07-22;1931.00;3108.00;3197.81;2374.00
2014-07-21;1923.67;3112.67;3194.34;2362.00
2014-07-18;1909.00;3080.00;3166.13;2343.00
2014-07-17;1895.00;3055.33;3144.91;2326.00
2014-07-16;1892.33;3065.33;3150.09;2328.00
2014-07-15;1908.33;3099.00;3182.08;2345.00
2014-07-14;1903.67;3079.33;3162.50;2322.00
2014-07-11;1907.67;3089.00;3172.65;2333.00
2014-07-10;1898.00;3087.33;3165.70;2328.00
2014-07-09;1896.67;3085.33;3164.13;2321.00
2014-07-08;1914.67;3118.67;3195.70;2347.00
2014-07-07;1906.00;3090.33;3174.18;2333.00
2014-07-04;1905.67;3096.83;3180.57;2339.00
2014-07-03;1910.33;3103.33;3186.62;2341.00
2014-07-02;1916.33;3126.67;3204.82;2347.00
2014-07-01;1920.00;3117.67;3201.59;2340.00
2014-06-30;1932.00;3128.33;3213.27;2348.00
2014-06-27;1940.67;3133.00;3214.66;2358.00
2014-06-26;1896.00;3055.00;3137.77;2305.00
2014-06-25;1906.33;3072.67;3152.14;2312.00
2014-06-24;1898.00;3048.00;3131.51;2305.00
2014-06-23;1911.67;3081.33;3163.29;2327.00
2014-06-20;1922.67;3106.67;3185.63;2344.00
2014-06-19;1920.67;3111.33;3189.48;2341.00
2014-06-18;1935.00;3113.00;3193.07;2353.00
2014-06-17;1928.67;3107.00;3186.16;2353.00
2014-06-16;1924.67;3104.67;3183.92;2345.00
2014-06-13;1945.33;3112.00;3202.58;2368.00
2014-06-12;1936.67;3058.67;3158.46;2330.00
2014-06-11;1961.33;3113.33;3201.05;2365.00
2014-06-10;1947.33;3087.33;3172.66;2342.00
2014-06-09;1943.00;3081.00;3169.95;2333.00
2014-06-06;1939.33;3066.33;3159.01;2316.00
2014-06-05;1943.00;3092.67;3175.39;2332.00
2014-06-04;1946.33;3085.00;3169.54;2327.00
2014-06-03;1933.67;3074.67;3154.17;2315.00
2014-06-02;1930.67;3065.00;3147.17;2313.00
2014-05-30;1932.33;3064.67;3149.45;2309.00
2014-05-29;1918.67;3049.00;3125.77;2297.00
2014-05-28;1910.33;3033.00;3110.24;2288.00
2014-05-27;1904.33;3032.67;3113.55;2286.00
2014-05-23;1895.67;3030.33;3107.05;2280.00
2014-05-22;1880.33;3006.67;3085.73;2260.00
2014-05-21;1863.00;2991.00;3064.29;2244.00
2014-05-20;1855.67;2976.00;3048.29;2226.00
2014-05-19;1840.67;2941.33;3016.78;2199.00
2014-05-16;1830.33;2931.33;3003.28;2191.00
2014-05-15;1826.00;2910.67;2986.11;2177.00
2014-05-14;1818.00;2902.67;2974.68;2168.00
2014-05-13;1818.33;2905.00;2980.67;2174.00
2014-05-12;1791.00;2884.00;2950.38;2144.00
2014-05-09;1796.33;2871.33;2946.70;2140.00
2014-05-08;1804.67;2899.00;2976.61;2147.00
2014-05-07;1805.00;2905.00;2980.93;2142.00
2014-05-06;1816.00;2933.67;3005.85;2158.00
2014-05-05;1819.67;2937.00;3000.80;2163.00
2014-05-02;1823.33;2928.67;2999.03;2164.00
2014-05-01;1823.00;2931.00;3003.70;2166.00
2014-04-30;1848.33;2983.00;3049.18;2199.00
2014-04-29;1841.67;2960.33;3027.21;2192.00
2014-04-28;1845.00;2947.67;3022.71;2183.00
2014-04-25;1848.33;2961.33;3031.51;2191.00
2014-04-24;1861.67;2976.33;3049.45;2205.00
2014-04-23;1879.67;3022.00;3084.52;2233.00
2014-04-22;1870.00;3011.33;3076.42;2229.00
2014-04-21;1875.00;3007.67;3075.93;2230.00
2014-04-17;1880.00;3025.00;3090.48;2234.00
2014-04-16;1856.67;2984.67;3049.15;2206.00
2014-04-15;1866.00;2983.33;3049.36;2208.00
2014-04-14;1875.67;2997.00;3066.18;2218.00
2014-04-11;1881.33;2989.33;3066.66;2207.00
2014-04-10;1867.00;2991.33;3059.51;2203.00
2014-04-09;1885.33;3023.67;3088.63;2236.00
2014-04-08;1879.00;3000.67;3070.85;2225.00
2014-04-07;1872.67;2971.33;3038.90;2211.00
2014-04-04;1876.67;2980.67;3044.78;2222.00
2014-04-03;1851.67;2932.00;2999.09;2188.00
2014-04-02;1846.33;2937.00;3001.09;2182.00
2014-04-01;1856.33;2958.33;3021.27;2189.00
2014-03-31;1865.00;2963.00;3034.16;2202.00
2014-03-28;1882.67;2997.33;3062.50;2228.00
2014-03-27;1869.67;2952.67;3027.69;2202.00
2014-03-26;1874.67;2971.67;3035.90;2203.00
2014-03-25;1874.00;2965.67;3028.46;2194.00
2014-03-24;1873.00;2945.00;3014.63;2186.00
2014-03-21;1879.00;2965.00;3029.48;2196.00
2014-03-20;1879.67;2989.33;3044.64;2208.00
2014-03-19;1895.67;3031.00;3090.42;2221.00
2014-03-18;1893.67;3021.67;3077.89;2212.00
2014-03-17;1894.33;3030.33;3089.17;2218.00
2014-03-14;1875.00;2998.67;3055.77;2196.00
2014-03-13;1874.00;3011.67;3064.16;2204.00
2014-03-12;1852.67;2957.67;3016.55;2169.00
2014-03-11;1878.00;3010.33;3064.00;2210.00
2014-03-10;1860.00;2992.67;3042.13;2192.00
2014-03-07;1856.00;2985.00;3042.58;2194.00
2014-03-06;1845.00;2966.67;3025.11;2185.00
2014-03-05;1849.00;2975.33;3031.72;2208.00
2014-03-04;1844.33;2961.67;3015.00;2194.00
2014-03-03;1823.33;2921.67;2983.04;2167.00
2014-02-28;1841.33;2956.33;3017.61;2186.00
2014-02-27;1834.33;2955.00;3005.50;2192.00
2014-02-26;1824.33;2936.00;2983.93;2183.00
2014-02-25;1818.67;2919.67;2975.33;2164.00
2014-02-24;1841.00;2955.00;3007.00;2188.00
2014-02-21;1842.33;2954.00;3006.37;2191.00
2014-02-20;1852.33;2984.33;3031.04;2214.00
2014-02-19;1828.33;2935.33;2993.96;2176.00
2014-02-18;1844.33;2952.00;3013.53;2191.00
2014-02-17;1849.67;2956.33;3021.39;2205.00
2014-02-14;1854.33;2960.67;3029.68;2213.00
2014-02-13;1858.00;2943.00;3015.50;2206.00
2014-02-12;1865.67;2956.67;3022.69;2224.00
2014-02-11;1854.00;2930.67;2989.55;2190.00
2014-02-10;1854.33;2920.33;2980.21;2184.00
2014-02-07;1859.33;2932.00;2987.82;2195.00
2014-02-06;1840.33;2897.67;2950.32;2170.00
2014-02-05;1838.33;2892.33;2942.43;2177.00
2014-02-04;1832.33;2900.00;2941.47;2178.00
2014-02-03;1853.67;2925.67;2971.95;2197.00
2014-01-31;1833.67;2908.00;2960.04;2192.00
2014-01-30;1840.00;2917.33;2973.08;2195.00
2014-01-29;1832.33;2924.00;2977.06;2179.00
2014-01-28;1823.67;2909.67;2964.65;2171.00
2014-01-27;1818.67;2899.33;2955.52;2161.00
2014-01-24;1766.67;2797.67;2852.93;2086.00
2014-01-23;1763.33;2801.67;2863.47;2093.00
2014-01-22;1708.33;2708.33;2768.07;2042.00
2014-01-21;1707.67;2686.00;2746.96;2025.00
2014-01-20;1729.00;2693.50;2764.05;2038.00
2014-01-17;1719.33;2701.00;2760.91;2037.00
2014-01-16;1760.67;2756.67;2814.55;2069.00
2014-01-15;1753.33;2754.33;2810.60;2066.00
2014-01-14;1750.33;2755.67;2815.34;2058.00
2014-01-13;1735.33;2713.67;2775.86;2035.00
2014-01-10;1726.00;2717.33;2778.00;2034.00
2014-01-09;1709.33;2691.00;2750.32;2024.00
2014-01-08;1717.33;2705.00;2763.80;2034.00
2014-01-07;1705.67;2687.67;2742.01;2014.00
2014-01-06;1699.00;2675.67;2729.87;2002.00
2014-01-03;1719.00;2703.00;2760.56;2029.00
2014-01-02;1677.33;2646.67;2699.79;1974.00
2013-12-31;1726.00;2713.33;2783.68;2023.00
2013-12-30;1712.67;2721.33;2773.02;2009.00
2013-12-27;1754.67;2763.00;2823.49;2055.00
2013-12-26;1776.17;2788.00;2850.01;2082.00
2013-12-24;1797.67;2824.00;2881.73;2107.00
2013-12-23;1780.67;2810.67;2859.87;2087.00
2013-12-20;1785.67;2815.00;2865.27;2096.00
2013-12-19;1767.33;2790.33;2841.29;2079.00
2013-12-18;1759.67;2778.33;2829.15;2056.00
2013-12-17;1769.67;2773.33;2823.02;2053.00
2013-12-16;1768.67;2790.33;2835.61;2061.00
2013-12-13;1757.33;2776.00;2817.85;2053.00
2013-12-12;1761.00;2790.33;2830.82;2058.00
2013-12-11;1731.67;2759.33;2796.60;2027.00
2013-12-10;1734.67;2768.67;2806.89;2039.00
2013-12-09;1724.33;2758.67;2790.74;2034.00
2013-12-06;1760.00;2803.00;2837.88;2072.00
2013-12-05;1730.67;2755.00;2788.69;2040.00
2013-12-04;1734.33;2776.00;2804.60;2068.00
2013-12-03;1748.67;2804.67;2835.63;2084.00
2013-12-02;1754.33;2812.67;2839.45;2095.00
2013-11-29;1740.67;2785.33;2815.27;2070.00
2013-11-28;1739.00;2776.50;2807.06;2064.00
2013-11-27;1730.33;2767.67;2789.56;2056.00
2013-11-26;1745.00;2772.00;2796.35;2063.00
2013-11-25;1766.00;2796.67;2821.60;2090.00
2013-11-22;1759.33;2795.00;2821.72;2083.00
2013-11-21;1764.00;2798.33;2821.74;2095.00
2013-11-20;1775.33;2805.67;2834.77;2107.00
2013-11-19;1768.33;2792.67;2818.52;2083.00
2013-11-18;1760.67;2775.67;2804.25;2074.00
2013-11-15;1735.00;2731.67;2760.38;2048.00
2013-11-14;1709.33;2676.00;2710.08;2013.00
2013-11-13;1705.00;2676.33;2703.06;2009.00
2013-11-12;1685.33;2620.33;2649.50;1973.00
2013-11-11;1663.00;2594.33;2623.03;1957.00
2013-11-08;1704.00;2664.67;2693.06;2016.00
2013-11-07;1708.00;2684.67;2712.62;2026.00
2013-11-06;1730.00;2737.33;2757.60;2039.00
2013-11-05;1733.00;2742.33;2759.52;2048.00
2013-11-04;1693.00;2662.00;2679.39;1983.00
2013-11-01;1699.33;2656.33;2679.56;1986.00
2013-10-31;1701.33;2675.00;2700.74;1986.00
2013-10-30;1687.00;2667.33;2687.19;1952.00
2013-10-29;1693.67;2663.33;2688.80;1956.00
2013-10-28;1700.00;2689.33;2714.78;1969.00
2013-10-25;1716.67;2716.67;2743.13;1989.00
